7;0;2;0;4;0;6;0;0;1;0
0;6;0;2;0;5;0;0;1;0;2
0;0;1;0;0;0;0;1;0;0;0
0;1;0;5;0;0;0;0;2;1;1
0;0;3;0;4;0;0;1;0;1;0
0;0;0;0;0;2;0;0;0;0;0
2;0;5;0;3;0;4;2;0;1;0
0;1;0;2;0;1;0;20;7;7;1
0;4;0;0;0;3;0;2;19;2;1
0;0;0;1;0;1;0;1;1;1;0
0;0;0;0;0;2;1;1;0;4;12
